#A list of time, magnitude, and bands for 1987A.
event,time,magnitude,band
SN1987A,46877.75,2.95,I
SN1987A,46877.75,3.35,R
SN1987A,46877.75,7.8,U
SN1987A,46877.75,4.04,V
SN1987A,46878.76,5.59,B
SN1987A,46878.76,2.92,I
SN1987A,46878.76,3.31,R
SN1987A,46878.76,7.78,U
SN1987A,46878.76,4.01,V
SN1987A,46879.75,5.58,B
SN1987A,46879.75,2.9,I
SN1987A,46879.75,3.3,R
SN1987A,46879.75,7.81,U
SN1987A,46879.75,3.99,V
SN1987A,46880.75,5.56,B
SN1987A,46880.75,2.87,I
SN1987A,46880.75,3.27,R
SN1987A,46880.75,7.8,U
SN1987A,46880.75,3.97,V
SN1987A,46881.74,5.54,B
SN1987A,46881.74,2.84,I
SN1987A,46881.74,3.23,R
SN1987A,46881.74,7.8,U
SN1987A,46881.74,3.94,V
SN1987A,46883.81,5.48,B
SN1987A,46883.81,2.79,I
SN1987A,46883.81,3.17,R
SN1987A,46883.81,7.78,U
SN1987A,46883.81,3.88,V
SN1987A,46884.75,5.46,B
SN1987A,46884.75,2.76,I
SN1987A,46884.75,3.15,R
SN1987A,46884.75,7.79,U
SN1987A,46884.75,3.86,V
SN1987A,46885.83,5.45,B
SN1987A,46885.83,2.75,I
SN1987A,46885.83,3.11,R
SN1987A,46885.83,7.74,U
SN1987A,46885.83,3.82,V
SN1987A,46885.84,5.45,B
SN1987A,46885.84,2.74,I
SN1987A,46885.84,3.1,R
SN1987A,46885.84,7.75,U
SN1987A,46885.84,3.81,V
SN1987A,46886.75,5.4,B
SN1987A,46886.75,2.7,I
SN1987A,46886.75,3.08,R
SN1987A,46886.75,7.77,U
SN1987A,46886.75,3.79,V
SN1987A,46887.74,5.39,B
SN1987A,46887.74,2.68,I
SN1987A,46887.74,3.04,R
SN1987A,46887.74,7.78,U
SN1987A,46887.74,3.76,V
SN1987A,46889.81,5.32,B
SN1987A,46889.81,2.61,I
SN1987A,46889.81,2.98,R
SN1987A,46889.81,7.75,U
SN1987A,46889.81,3.71,V
SN1987A,46890.89,5.25,B
SN1987A,46890.89,2.57,I
SN1987A,46890.89,2.94,R
SN1987A,46890.89,7.71,U
SN1987A,46890.89,3.66,V
SN1987A,46891.75,5.25,B
SN1987A,46891.75,2.54,I
SN1987A,46891.75,2.93,R
SN1987A,46891.75,7.77,U
SN1987A,46891.75,3.63,V
SN1987A,46892.84,5.22,B
SN1987A,46892.84,2.53,I
SN1987A,46892.84,7.75,U
